product_id,score,sentiment
37664a6100bf523c545b7040be69ad00,17,positive
f71954485428cf87945953ea0a0a6229,16,positive
f82a4b08cf7b2bf375fb77e519231f9a,16,positive
c696cd2db7870be08c37822f7c0ef831,15,positive
92857a2b590adeae8d5992511dc197e9,15,positive
1574ed2c73e4465c572f68dd77528203,14,positive
12e479f1c2c0417147a3e36302485e30,14,positive
4563095e06df1fa67de2eade86f4f01b,14,positive
0c96091f6f20b1d2c946a933370782a4,14,positive
e21af3d371523b2d9543645d3564a873,14,positive
7810b42c3450a044431d95c59c00b600,14,positive
dfb68ce52d4975e692909a1bf9d59f1b,12,positive
2b79d65ddb4051238ce31fbabc5763ce,12,positive
d37c7b44350fea9327f32f3e603f682b,12,positive
dfd2ea8377fb2838a47488c5b37558f1,12,positive
4c8dfecc09a4b15b7c71b219278d9026,12,positive
91421c5de3c0cb822ec9bf05f9220267,12,positive
9fa7e05ae5cddeb74ff2fe5046b742db,12,positive
546c7560260f60e3e086d0d106ced4e5,11,positive
323c53e2d6f8bace877b0df931ab58f9,11,positive
a7961e6620228e0f227361f0668e37ba,11,positive
487ff90293c6b5484d060de3fe409557,11,positive
1b3c5b1455f3e42d831fb778055c9e45,11,positive
a861fc3f9efc96a2aa2f90a1e8a41875,11,positive
8d2453bdd784cad1b09625bad27e3bd9,11,positive
9ac3f8f66132539cb797c44296f1fa27,11,positive
ea697d5bbca113fdf96cf66f7aa135c8,11,positive
86facec0be6ecaeb315ad287b9841c4f,11,positive
20e37962088a4061d3578def47a8648b,11,positive
3daf6db466fe8366db873ecbb2fd45d6,11,positive
7bbe91ccbf899dc40a38d012a4dc411f,11,positive
3f31ad7df5482b3e8fcaac6ea060574f,11,positive
d60c79092c4d9018a9e4f08f24b7a280,11,positive
635b0964f7d41f9ce3275551c36a44d8,11,positive
de5bf668dfa4391ee96a5fd5c9fa4f06,11,positive
6f790ed0f75949b7fa234ec087aed912,11,positive
38fbe42a76e0c841c9445467b7e5ab30,10,positive
7ae50b74ad986c344d970b0d8337d9de,10,positive
c33d78b97260227119fb2b71be168fca,10,positive
398f22ec36f9955449190bf09e971d83,10,positive
0bed2811f66d80c67e51d3d9a5127233,10,positive
da17d63dff29a96ddfd5a9bfa5fb0aa9,10,positive
13e64813e400c6b383297c388eb38688,10,positive
09e5556011177a1f20244a4fcdde2752,10,positive
4419a1c234d848b2bc86c53b222499b2,10,positive
978d2315d672718ad7235114a71bc2c6,10,positive
29bcbac6eec9fa5e51f01225e8004c93,10,positive
d248fe1e952b5b5d62572369cc23ac3c,10,positive
c2367eda4f9623d0355dc5d7796d857a,10,positive
fc8379cce9f27ea602b3c16f7eb121b3,10,positive
b5778c55de68777a0a3565e03b2e2817,10,positive
cdbcde669141ea6af7193857333db4ff,10,positive
90d44d8f3025c0bcf8ef83de3fe8011e,10,positive
4af2ea2d968b3ad848b4f98ac7795fa7,10,positive
c06d2c20b8ddf6d40c23294a6e361c78,10,positive
60349023b5385947aa3a395689868518,10,positive
32dfa38395ccd47d7b320470b0514fee,10,positive
3bae6cd6874475c1ebf2c5dbca8493fa,10,positive
57212b61ec373df1504d050a17e139ad,10,positive
ba959fa0160c144aab62f721009c5f32,10,positive
76f71ec385ad031b06d5ad8be0440260,10,positive
413c5cdfdd1f2db95c3731a42c4e5eed,10,positive
9cafef108028ea326352e901a8b729a7,9.5,positive
dd28e3f8ffd0e519d30839eb27ccfae3,9,positive
b0069f9a7b1811276378d64200846ea3,9,positive
748a749dddb86da3995435367894edc3,9,positive
b11f3f1a834f8df4ca743db95563670b,9,positive
ca3fd09ef832923ccad790506d6e0385,9,positive
8b395ea13c2e262687ff3e463c8867d4,9,positive
9373355c0da0bbda1d469b3504731ccb,9,positive
20a8603c265d777e25da064113d556f5,9,positive
fdbd77fe1773263558126c16e0b4b67c,9,positive
77d1f94d7eeaaeb36736fd1049e79eb3,9,positive
b2b7267fcaf435c1d6ff0fe43b6716d4,9,positive
e26445edc4d665a7950a4b60461fc58d,9,positive
e168af8b2f0d9319737c6a7a37904f9e,9,positive
3dd08f6de0f8c6d604bed117d4df0dfc,9,positive
6e423c2d28bfb207e1fd1d6e1df84721,9,positive
868969d3a93aeeab7bfcd4fc3d3d65de,9,positive
1764de90ccf31194230a1d33c9cb7dfd,9,positive
594bbf3064869810a9f56dac8c05acfb,9,positive
32e12dbd1df2c2b6831ba26dc8325d1f,9,positive
88ef4dcecbad145f927ebce34fbdde97,9,positive
8bf5b1e066d9fb2a639f8f69d55a370d,9,positive
f077214034cd3d8d4f35074bc2ddf0dd,9,positive
ce195678bb5445bf68a272e3aeb5bb69,9,positive
0c5bb07e9638a9c1f2616db08eb0318f,9,positive
3e9b58f1436820c248d3f98d7229bb14,8.5,positive
bed8edcc8479914748b6e6173513b3eb,8.5,positive
f8d3e4ddff67f24dc2e481c6ed11c505,8.5,positive
1065dbb6b0bf03daaedab1236979e296,8,positive
663672ba9d02ab854b20231eb7e0b827,8,positive
9d8c8d53d7b90fb79d5cda8acae81b4a,8,positive
89335f18510cd04dc1bb8cf69f3cf14d,8,positive
a24b0a4730a6f5b13a3502fb5065a814,8,positive
836c9611edefc9a7015fc464453ed246,8,positive
375478581c97832540b9209722a32058,8,positive
1f413d93546f7ee41457fa988ddd82ed,8,positive
379e1dd5ee78e22877ee8a895cdb8244,8,positive
6cd1945e89970ad5992f82541a227c36,8,positive
963022ab2afed8b12ad312739a142b07,8,positive
cb319c5e10eb5b7a23ded617e71fbd92,8,positive
f97ad9066c718a6cef93dfcf253d3e0d,8,positive
2d5048c4ed646aca81a68ed8dc2051e9,8,positive
b620a403f100fea663ebb5d3875945b6,8,positive
baa1fd3231ef36f7fea009503748eab4,8,positive
e4bc26706c5391433592fc23fecce0c7,8,positive
fb060ad9a8625b626189641799bccf89,8,positive
19f3b74026e6ec6c83fc25e21baf454e,8,positive
6b82bdfc88a9241c396addd75f5c8baa,8,positive
19fdf478915162331ece9adfd669b88e,8,positive
7668d66f068c135ede2c919c2be31563,8,positive
c11df8bc488c72d5f966012f8cc81662,8,positive
8805dd9f1994bee68f2e1351c5e64f26,8,positive
767fca648c29a96b61038a0768d31a42,8,positive
df3975eccff1508fbdf8874d3b4edadc,8,positive
817a6779721af586b76778eb4fdf98da,8,positive
a292d92a81d07fd02745d5fb6542e14a,8,positive
6bebe9cd650ba6c55af91897a572e3d7,8,positive
ec6cf0744914e96d2c1bf6a1bc475665,8,positive
53f92b0474f91fcb5bd188c6a8075c38,8,positive
eefc25bf3b54c979499864b77267ee2f,8,positive
0bba7f78f15c9bfe3964a088ae67ba0a,8,positive
d8c8e837ccfe496c02186b5572df55ed,8,positive
cf5f0f6ba7c1477ba6aca74da24faba5,8,positive
8cf9973ba86ba4067dc5de39d247c47d,8,positive
a5a7c5c2be6edf0b10ce28ba5c6b4a69,8,positive
ca3d7d7b66676d1731e2fe13b5243c43,8,positive
cf944645d4ff2a3eed3ae17f641ea861,8,positive
9c84b4ffd1a85bf2feb6cba0e2b76f54,8,positive
c50663262403f916d58303c231e7ed3a,8,positive
9bfc587761f18460f4b443495f3588b4,8,positive
aef74719b37c2e1d6be96b4e50495ad0,8,positive
b85fbb3b8e4ab010a2d49430298f65bc,8,positive
9c0f79b9daf5436386477b4e17b94389,8,positive
9cb1c8fe9936376b813bd401471faaf8,8,positive
161465fcbd2f97c7bbb1d199c7402fcf,8,positive
414ae37d87aac46914dddd6e972b0b58,8,positive
03d19e503abb1698d26d630c0017b11e,8,positive
54775e8961e1b9875d235541a2048ddc,8,positive
50908a7240199b240e6d857e740cafd8,8,positive
e5255f9b1ef223780f2e2d7d3e11fd22,8,positive
e21b0b8dd6c9543f46cf3178a39ea458,8,positive
977f845fc71d6dfd5af3a0aaaabf2161,8,positive
5baf264237a4433f3646393b53c8adc8,8,positive
8b10d9525f4806f9a1e9d1665506ab4f,8,positive
22c28492de598515578d252acb18e21b,8,positive
bc4b1c6c831c93b87cd134c9089c657d,7.5,positive
fdc1340be043a0e6807741d687fc1cd4,7.5,positive
bfc59c5d8a26d129f82fbc5207fcd676,7.5,positive
fb8e60e1a3c247d3a2e17f6986e71a40,7.333333333,positive
5c2bb11cf2149bd4d9fffcc1246458c3,7.2,positive
c6edce374ec89184d740f3e674add5f4,7,positive
16b691e994cb81b2e7e31c93ba603136,7,positive
63f52009dc3ddb733394e80183aed0f0,7,positive
3207a174f3e42a042883848bbbf6fdf8,7,positive
9eae0f2bc40219fa89901bf4ae275799,7,positive
171787b81fa784a521d7ba199e6e9fa6,7,positive
322159ea16aa68e7bff8da4025d2fef8,7,positive
20ecd51a1e2c3e5cc72096b2ce0d29d5,7,positive
bc805087d4afe16910733e594081ac29,7,positive
16042ffa9e13c9207641ee169b044346,7,positive
c75a872692395427a0cfe0cf90bc858f,7,positive
b7a2d0cb90ba252129d34d7c8d079d2b,7,positive
96f6baf4d6a2f7c90932573600903489,7,positive
12a46620105cc4bf4d193fed203ab9e6,7,positive
760be8243b7e45dab18ef46ace561ff9,7,positive
96b200840d3b01d948ee9d507f6bcb3e,7,positive
281a353d0819c43883117f23a99a8410,7,positive
96ac5914ae8307995bed8c15fc1bcebb,7,positive
b73fbdb4503c5486939044e48d8d013a,7,positive
8899e549604c83a99da5fd3ec51d955d,7,positive
5194b89392be2982beeb37174bf7dcba,7,positive
a610552157e4317323f1c23e9c51fe26,7,positive
a2bd2eae20998a24c22b110334928b02,7,positive
0f7720c31413b5c7790e3f301342464d,7,positive
9a5d5bbdc73537a9524d36918db668e4,7,positive
1e88eb1734651579b4928df098f4d86c,7,positive
19da2bf3225b2f11d5c3b2597576ea22,7,positive
c7b17e51e4a7c527e89a7d5cf6f2415a,7,positive
7aeaa8f3e592e380c420e8910a717255,7,positive
c041f64d4b8255fa6c227d4b64a3838d,7,positive
a294436012a512193adfae667b8465f8,7,positive
a1766f2d27b4e90a0d78d8e115295399,7,positive
b97114b2893e68400ae867459b491bcd,7,positive
ea9949577fa63c86b7ca9986a4a0bf81,7,positive
6c8dfcd9be1c04a1b4f98bb6c283a6aa,7,positive
913dfc85a7c4fd983be2290f7436bedc,7,positive
3bbc659a6c046bc03d8285cacb9e68f9,7,positive
c62af29c3eb929d6ceaf29e52fc433cc,7,positive
8368aba9a583e38eb9db42881c92c473,7,positive
e5b1f66dbce509c58fa37ff08428f91d,7,positive
d1f69b1b509a6f4e1fdca33101625bc8,7,positive
e28a83b76a4ef29f90a34d134961e22f,7,positive
aed7d0a9347ab6a62a7e25304e6f02ab,7,positive
87e6cf7eb3e4996b725323a1d704fb8b,7,positive
3ae3ff1822dea42b242b5902e605c1bd,7,positive
fc5c33cddd49638580cfe9fec90aa943,7,positive
0776155007ad20447a0b0f91d4aad644,7,positive
acbbaa8cbb7857102ad783c73caa55c5,7,positive
90e5ed878b30ab97ae49a5709c1dbd5d,7,positive
86beb8b7298c47a334e6deb8545b2f06,7,positive
865cf360a28190ff9c1cf3ee412c55ba,7,positive
39e96bf755a2107369e9e9654476d831,7,positive
8e71b24c3e25a92fef6176120a67fac7,7,positive
fdc0fe1b7ae4cdf11202504eb045b0b9,7,positive
e33df02e384487f2bcd3788619f89215,6.5,positive
5ad2c4859aad6ecebd816a300d34f326,6.5,positive
3275f9e184aa1d82aa1e2517017bda63,6.5,positive
04af9f3af5c6afc4eece909c25330934,6.5,positive
b7b00b45c6be180aba844784c6769d12,6.5,positive
86047e935e01608082bdae92e41a11db,6.5,positive
66b5f91356d928ae807ab4ee547f5e3e,6.5,positive
783dae38feb9e3a364e24e25168cfa8a,6.333333333,positive
ce149636a055d9eded4cde55da9ebd3b,6.25,positive
19239f99ecca2c266c57cdce121a6727,6,positive
cbdcb07438032e11d74bbb913fbcd8a0,6,positive
e583bb5fa3cb1e876a6ea48f21dfef34,6,positive
b01cedfa96d891427058852f0625e9ee,6,positive
e10758160da97891c2fdcbc35f0f031d,6,positive
83ecdffd5afc36321b868838c447c44e,6,positive
cef67bcfe19066a932b7673e239eb23d,6,positive
e53439e32b15b04bee8c938b0b85b605,6,positive
9711e523a681d75526ae8a1e98c8b2b8,6,positive
5aadb280135a6132d14d3d93b5724b69,6,positive
6cc0a02127c60fc252540ccd8487763a,6,positive
96e9828efdbe86198b90841d0b39ca0c,6,positive
12530458b22303a822da23e0ef0c400b,6,positive
66c88e3c982951328e1d8a0b32b7f60c,6,positive
be55ae76be8824525f40695d49a5a7b5,6,positive
4fb3bad6b502eaca3b6d7d87bc1613a4,6,positive
b3e62451b0073eb78f48426d3832b8d2,6,positive
0797e47ffb3917b66fa62245a283bd9e,6,positive
2a5431fbefaafd4adc1abc5f60a2ba31,6,positive
